@relation tmp_data

@attribute 0 REAL
@attribute 1 REAL
@attribute 2 REAL
@attribute 3 REAL
@attribute 4 REAL
@attribute class {outlier, target}

@data
1.20040906366,-0.3251829337,-0.268934897999,1.22694565052,1.17629399397,target
0.428061153536,0.176468241131,-0.0704192386989,1.91917759009,-1.1437157113,target
-0.458057975965,-0.302362107909,-0.327509494099,-0.558060740782,0.0373942986026,target
0.112132899055,-0.133416036656,0.0654771764874,-1.02084916472,2.11817863424,target
0.44547433671,0.0467252175885,-0.109340346297,1.38830650167,0.435559891899,target
0.617735630588,0.0168961434489,-0.106479214889,1.2418117661,0.79039311628,target
0.44687297775,-0.545229196149,-0.506966825502,-0.875383232756,-0.897758388306,target
-0.178361175386,0.230599269184,0.325817284349,0.421068756232,0.751773422758,target
0.00371510549779,0.140690265648,-0.0835547905939,1.15616118368,0.317923710042,target
-1.9791655056,-0.265777471217,-0.256540853079,0.498199706944,-1.19861155041,target
0.44711671849,-0.847590220492,-0.688034589405,-2.14235601889,-0.963520456527,target
-2.66043652556,-0.512385023773,-0.375897203885,-0.388343702552,-0.376740071801,target
1.51477455492,-0.649079255022,-0.527701783672,-1.16495212242,-1.11763042387,target
0.482620333292,-0.0792409891556,-0.145428334132,-0.430073411336,0.269947628786,target
-0.245069761446,-0.15885671359,-0.277655490091,0.337972223621,0.328363148396,target
-0.778408852305,-0.472313134974,-0.349265208587,-0.444640189491,1.68799297888,target
-0.875624178392,-0.228364786435,-0.360843249783,-0.0423703496903,0.451179171614,target
-0.108930732222,0.190020801047,-9.86913737917e-05,1.4779258317,-0.31777692389,target
0.31992270898,-0.951202062793,-0.760711047221,-2.00720454748,-1.55504038603,target
-0.296440072348,-0.177863612888,-0.323867408442,-0.0959747575061,-0.172059054925,target
-1.85973395572,-0.140892877295,-0.211916631294,-0.771575723948,-0.216332046164,target
0.0999895005758,-0.697630837784,-0.565926152766,-1.4094872531,0.460520454772,target
0.391529568613,-0.464635669607,-0.410475635821,-0.860296562041,0.043900363915,target
-0.0665850967665,0.371091653527,0.499397846301,-0.688542119312,-0.450879528193,target
-0.24575814817,-0.120342247915,-0.275895936993,0.788497963151,-0.928277254433,target
1.46729195381,-0.766896664552,-0.619448676475,-1.16438854588,-1.14833312651,target
0.598604172229,-0.158281871385,-0.262992547717,0.56207171051,-0.940617014642,target
-0.85021980698,-0.347979988736,-0.442564715092,0.166916914902,-0.142995706469,target
-1.34893559301,-0.119815309227,-0.198475601336,1.49641266913,0.840498288321,target
1.0603886522,-0.433344141544,-0.373793390458,-0.102585912908,0.197815855054,target
0.567983134813,-0.436133819926,-0.391552051244,0.247934168528,-0.489815584322,target
-0.953012885723,0.0127213589697,-0.123790222907,1.14027996568,-0.977229314525,target
-1.08152129288,-0.105136287112,-0.0456318827386,-0.346978976281,-0.338613634394,target
-0.395448548373,1.63011689016,1.69696171794,-0.897024330952,2.06685253302,target
-0.770280004566,0.426001866597,0.10847314216,1.82744837232,-0.635725557655,target
0.267303803961,0.0935950727927,-0.0377491731971,1.59258485731,0.0371959206282,target
0.948533966245,-0.316363635844,-0.403316906097,0.0108563197351,0.204622863272,target
-0.819935929012,0.013236843053,-0.105732490912,-0.0609996842766,-1.05181294205,target
-0.884221391127,-0.661245352499,-0.537189569838,-0.754010922968,-0.163714339107,target
0.613730835128,-0.440313337373,-0.393240469086,0.117412678379,0.387608214216,target
0.225416488239,-0.307968948769,-0.336408383288,0.39221623099,0.552673607939,target
0.558623909754,-0.150501768271,-0.223934494836,-0.0566476216017,0.858566744197,target
-0.780801989171,0.328043700041,-0.0463311609524,2.2560525766,-0.365019357754,target
